gene	Astrocytes	CThPN	DL CPN	Layer 4	NP	SCPN	UL CPN
Cnksr2	0.0		1.0	1.0	1.0		1.0
Doc2b	0.0		0.0	0.0	0.0		0.0
Usp28							
Dpf3	1.0	1.0		0.0		1.0	0.0
Arhgap44	0.0	1.0		1.0	1.0		
Ddx3y							
4833418N02Rik	0.0		0.0	0.0	0.0	0.0	0.0
Lrrc3	0.0		1.0	1.0		1.0	
Dffa							
Prrc2b		1.0	1.0	1.0	1.0	1.0	1.0
Pias3							
Hivep2		1.0	1.0	1.0	1.0	1.0	
Gng11		0.0	0.0	0.0	0.0	0.0	0.0
1810043G02Rik							
Rasa3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Sorl1							
Arvcf							
Efcab7							
Dera		0.0	0.0	0.0	0.0	0.0	0.0
Laptm4b	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dlg1							
Slc1a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chrd	0.0	0.0	0.0		0.0	0.0	0.0
Mfn2							
A830009L08Rik	0.0	0.0		1.0	0.0		
Ttc9							
Pnrc2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Zcchc9		0.0		0.0	0.0		0.0
2610035D17Rik							
Cast	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fndc3c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Yjefn3							
Klf9	1.0			1.0	0.0		
Slc39a10							
Ccdc40	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcam	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aqp11			1.0	1.0	1.0	1.0	1.0
Naa50	1.0	1.0	1.0	1.0		1.0	1.0
Ctsl	1.0	1.0	1.0	1.0			
Rbms2	1.0	0.0	0.0	0.0			0.0
Kif7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sord							
Plpp7							
Zfp811							
Pgrmc2							
Fam69a							
Timm44							
Ubn1							
Eif5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mrpl19		1.0	1.0	1.0	1.0	1.0	1.0
Ap2a2		1.0	1.0	1.0	1.0	1.0	1.0
Id1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Wwc2							
Erf							
Akip1							
Ubxn8							
1810032O08Rik							
2210013O21Rik	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Wdr90	1.0			1.0		1.0	1.0
Tmem47							
Ept1							
Paxbp1							
Bod1		1.0	1.0	1.0	1.0	1.0	1.0
Lamc1							
Hist1h2bj	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpc5		0.0	0.0	1.0	0.0	0.0	
Stxbp5l	0.0	1.0		1.0			1.0
Epha10	0.0	0.0	0.0		0.0	0.0	0.0
Nt5dc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP24_267C3.3	0.0		1.0	1.0			
Itpripl1							
Tbc1d4		0.0	0.0	0.0	0.0	0.0	0.0
A730017C20Rik			1.0		1.0		
Cxx1b		1.0	1.0	1.0	1.0	1.0	1.0
Gria2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Nol6							
Hprt	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Ccdc90b	1.0		0.0	0.0	0.0	0.0	0.0
Ankrd34a	0.0	1.0	1.0	1.0		1.0	
Bcl11a	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Chmp1a	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Acp2							
Spryd7							
Tmem39b							
Gdf9	0.0	0.0			0.0	0.0	
Chst15							
Cenph							
Nr3c1	1.0	0.0	0.0		0.0		0.0
Zfp931							
Exosc5							
Mink1							
Tex2							
Ak5	0.0			1.0	0.0		
AW146154	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccdc71l							
Fbxl14							
Dtwd1							
Tssc1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Nudt7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm15440		1.0					
Peg12		0.0	0.0	0.0	0.0	0.0	0.0
Gtf2i	1.0	1.0		1.0	1.0	1.0	1.0
Dfna5	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Mterf3							
Onecut2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcnmb4os2	0.0	1.0	1.0	1.0	1.0	1.0	
4933431E20Rik							
Aldh5a1							
Dll3							
Uvssa							
BC025920							
Nacc2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Pibf1							
Inhba	0.0	0.0		1.0	0.0		
Bin1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Map9		1.0	1.0	1.0	1.0	1.0	1.0
Scarb1							
Hist1h4d	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atxn1	1.0	1.0		1.0	0.0		1.0
Nudt13							
Lrch2							
Polq	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mov10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slx1b							
1700010I14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plpp2							
Ccne2		0.0	0.0	0.0	0.0	0.0	0.0
Erbb2		0.0	0.0	0.0	0.0	0.0	0.0
Fgfr2	1.0	0.0	0.0		0.0		0.0
Fam175a							
Fn3k	0.0	1.0					
Isca1							
Idnk		1.0	1.0		1.0	1.0	
Rmi2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Six5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfu1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Adk	1.0			1.0			
Wbscr17	0.0		1.0		0.0		
Prickle1		1.0					0.0
Ahcy							
Cldn10	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Casp2							
Plekha5							
Gm15423	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm11627	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fbxl3							
Azi2			0.0	0.0	0.0		0.0
4933404O12Rik							
Skiv2l2							
Slc25a25							
Porcn							
Ska1		0.0	0.0	0.0	0.0	0.0	0.0
Panx2				1.0		1.0	
Cep250							
St6galnac5	1.0			0.0		0.0	0.0
Chodl	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp6v1g2	0.0	1.0	1.0	1.0	1.0		1.0
Nfkbiz		0.0	0.0	0.0	0.0	0.0	0.0
Kif5a		1.0	1.0	1.0	1.0	1.0	1.0
Gpr21	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Zfp36l2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Farp1							
Yars		1.0	1.0	1.0	1.0	1.0	1.0
Kxd1							
Neurod2		1.0	1.0	1.0	1.0	1.0	1.0
Pcdhga8.1							
Pigt	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Fhod3							
Slc27a3							
Alg9							
Katnal1							
Gm7879							
Dhrs4	1.0	0.0	0.0	0.0	0.0		0.0
Csmd2							
Dnase2a		0.0	0.0	0.0	0.0	0.0	0.0
Exosc8			1.0	1.0	1.0	1.0	1.0
Ankrd13d							
March1							
Pafah2							
Eif2ak2		0.0	0.0	0.0	0.0	0.0	0.0
Sema4b							
A130010J15Rik							
D930016D06Rik							
Exosc2							
Gm26916	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hgf		0.0	0.0	0.0	0.0	0.0	0.0
Lpin2							
Sall2							
Ap5m1							
Cgn	0.0				0.0		
Gm5617							
Zfp367		0.0	0.0	0.0	0.0	0.0	0.0
Alkbh3							
Bgn		0.0	0.0	0.0	0.0	0.0	0.0
Cpsf3							
Gfra2	0.0		0.0		0.0	0.0	
Cep170	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Letm2							
Dusp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sh3rf3							
Phf14		1.0	1.0	1.0	1.0	1.0	1.0
Fgfr1op2	1.0	0.0	0.0	0.0	0.0		0.0
Etl4		0.0	0.0	0.0	0.0	0.0	0.0
Slc22a15	0.0						0.0
Bcl7c	1.0	0.0	0.0		0.0	0.0	
Fbxw7		1.0	1.0	1.0	1.0		1.0
Snx32		1.0	1.0	1.0	1.0	1.0	1.0
Emx1		1.0	1.0	1.0	1.0	1.0	1.0
Kctd14		0.0	0.0	0.0	0.0	0.0	0.0
Tspan5	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Npdc1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Rspo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ostn	0.0	0.0	0.0		0.0	0.0	
Tmco3							
Pam		0.0	0.0	0.0	0.0	0.0	1.0
Tvp23a							
Pcyox1							
Cxxc4		0.0		1.0	1.0		
Syndig1l	0.0	1.0	1.0	1.0	1.0		
H2afx		1.0	1.0	1.0	1.0	1.0	1.0
Col4a5		0.0	0.0	0.0	0.0	0.0	0.0
Sst	0.0	0.0		0.0	0.0	0.0	
Fbxo31	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Prdm8	0.0			1.0	0.0	1.0	1.0
Ckap2l		0.0	0.0	0.0	0.0	0.0	0.0
Tgfbrap1							
Cep128	0.0	0.0	0.0	0.0		0.0	0.0
Wscd1	1.0	1.0		0.0	1.0	0.0	0.0
Ikzf4							
Rasa2							
Cep192	0.0	0.0	0.0	0.0		0.0	0.0
Unc45a							
Nipsnap3b	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2810049E08Rik	0.0		0.0	0.0	0.0	0.0	0.0
Lin52							
Usf1		1.0	1.0	1.0	1.0	1.0	1.0
Zfp131					0.0		
Foxp2		1.0		0.0	1.0		0.0
Rrm1		0.0	0.0	0.0	0.0	0.0	0.0
Zfp114							
Mgme1							
Tmtc4							
Megf8							
E2f4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Decr1							
Prkar2a			1.0	1.0		1.0	1.0
Zfp341							
Mtmr6	1.0	1.0	1.0	1.0	1.0	1.0	1.0
D130017N08Rik							
Parpbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fbxw9	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Fam81a	0.0	1.0	1.0	1.0		1.0	
Nme7							
Tbc1d8							
Svip							
Siah2							
Snx27							
Cpeb4	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Hid1							
Rpe							
Atg16l2		1.0	1.0	1.0		1.0	1.0
Nrg3	0.0	1.0	1.0	1.0		1.0	
Mapk8	0.0	1.0	1.0	1.0	1.0	1.0	1.0
AU020206		0.0	0.0	0.0	0.0	0.0	0.0
Kctd18							
Mcm2		0.0	0.0	0.0	0.0	0.0	0.0
Ahdc1							
Iah1							
Ccdc126							
2310033P09Rik							
Spats2l	1.0	1.0		1.0		1.0	
Ide							
Maneal							
Gm8186		1.0	1.0		1.0	1.0	1.0
Snrnp25	1.0					1.0	
Xpo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpr27	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Gmip							
Tmem55b	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Pms1	0.0	0.0	0.0	0.0		0.0	0.0
Cacna2d2	0.0	0.0			0.0	0.0	
Gpc4							
Syt14							
Napa	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Sppl2b							
Poc1a							
Tmem138							
Mtmr1							
Orai1							
Tbc1d23							
Naa25							
Gramd1b			1.0	1.0	1.0	1.0	1.0
Fanca	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc12a6							
Etv5	1.0				1.0		
Slc25a24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smarca2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Slc13a3		0.0	0.0	0.0	0.0	0.0	0.0
Lrrc7	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Pex5l	0.0		0.0	1.0		1.0	0.0
Tfdp2							
Rela							
Ppp1r15b							
Cst6	0.0				0.0		
Kcnu1	0.0	1.0	1.0	1.0		1.0	1.0
Adgrb1	1.0				0.0		0.0
Plce1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm11273							
Sort1							
Igf2bp1	0.0	0.0	0.0	0.0	0.0		0.0
Dnajc6	0.0	1.0	1.0	1.0	1.0	1.0	1.0
PISD	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Syngr2		0.0	0.0	0.0	0.0	0.0	0.0
Gfod1	0.0					1.0	
Amacr							
Cd47	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Trappc3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Isca2	1.0	0.0	0.0	0.0			
Mob1a							
Melk		0.0	0.0	0.0	0.0	0.0	0.0
Ercc6l2							
RP23_407N2.2	0.0	1.0			1.0		
Sirt3							
E2f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gad2		0.0	0.0	0.0	0.0	0.0	0.0
Tro							
Gm11615	0.0	0.0		1.0			
Smim15	1.0	0.0		0.0	0.0	1.0	
Uaca	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ephb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nkapl							
Col5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rbm38							
Extl2							
Deaf1		1.0	1.0	1.0	1.0	1.0	1.0
Nt5c2							
Col9a1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Pnliprp1	0.0		0.0	0.0	0.0	0.0	0.0
D3Ertd751e							
Cbr4							
Ccnj							
Dbndd2	1.0	1.0	1.0	1.0			
Esam	0.0	0.0	0.0		0.0	0.0	0.0
Fasn			1.0	1.0	1.0	1.0	1.0
Bbs2							
1190002N15Rik	0.0	0.0	0.0	0.0	0.0		0.0
Nop16							
Fgf9	0.0	0.0		1.0	0.0	0.0	
Lst1	0.0						
Slc12a5	0.0			1.0			
Rgs13	0.0	0.0	0.0		0.0	0.0	0.0
Hbp1	1.0		0.0	0.0			0.0
Gas7		1.0	1.0	1.0	1.0	1.0	1.0
Ndufaf3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Tpcn1							
Zer1							
Ece1				1.0			
Kctd5	1.0	1.0	1.0	1.0		1.0	1.0
2810474O19Rik							
Arhgap32							
2310040G24Rik							
Tppp	0.0			1.0			
Cpxm1							
Hpgd		0.0	0.0	0.0	0.0	0.0	0.0
Gria3		1.0	1.0		1.0		
Rpl36_ps3							
Zgpat							
Poc1b							
Smim3		0.0	0.0		0.0	0.0	0.0
Slc4a10	0.0				0.0		0.0
Wdr75							
Ppp3cb		1.0	1.0	1.0	1.0	1.0	1.0
Nhlrc2							
Rxrg		0.0	0.0	0.0	0.0	0.0	0.0
Cdr2l							
Rnf138rt1	0.0		0.0	0.0	0.0	0.0	0.0
Smad7							
Ccdc47	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Cntn2	0.0	1.0			1.0	1.0	1.0
Gria1	0.0	1.0	1.0	1.0		1.0	1.0
Zbtb8os							
Vcl		0.0	0.0	0.0	0.0	0.0	0.0
Pcsk2	0.0	1.0	1.0	1.0	1.0		
Ddhd1							
Btbd19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aplp2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Mir124_2hg	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Ccbl2	1.0	0.0	0.0	0.0			0.0
Tcte2							
Mest	1.0	0.0	0.0	0.0	0.0		0.0
Ptpn4							
Ptk2b	0.0	1.0	1.0		1.0		
Ankrd45							
Cyr61	1.0		0.0	0.0	0.0		0.0
Shtn1		1.0	1.0	1.0	1.0	1.0	1.0
Srrt	1.0			1.0	1.0		1.0
Fzd2		0.0	0.0	0.0	0.0	0.0	0.0
Gm2415							
Hist1h1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r16b	0.0			1.0	1.0		1.0
Plppr3	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Cxcl12	0.0	0.0			0.0		0.0
Dag1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Arhgef4		1.0	1.0	1.0	1.0	1.0	1.0
Tshz1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Nwd1		0.0	0.0	0.0	0.0	0.0	0.0
B3gat1		1.0	1.0			1.0	
Mtss1l							
Abcd4							
Pno1							
Dis3							
Rad54l		0.0	0.0	0.0	0.0	0.0	0.0
Capn2	1.0			1.0			
Cadps							
Nsmce2	1.0		1.0	1.0	1.0	1.0	1.0
Scpep1							
Tmem106b							
Nrp1			1.0		1.0		
Shroom3		0.0	0.0	0.0	0.0	0.0	0.0
AI480526							
Ppp1r9b		1.0	1.0	1.0	1.0	1.0	1.0
Tmcc3		0.0	0.0	0.0	0.0	0.0	0.0
Rpusd3							
Spink10							
Sept2	1.0		1.0	1.0			
Ccdc51							
Slco1c1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Por	1.0	0.0	0.0		0.0	0.0	
Slitrk5	0.0	1.0	1.0	1.0	1.0	1.0	
Ech1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fkbp1b	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Arhgef12							
Vhl							
Frzb	0.0	0.0	0.0		0.0	0.0	0.0
Cenpj							
Slc46a1		0.0	0.0	0.0	0.0	0.0	0.0
Atp1b2	1.0				0.0	0.0	
Lmnb2							
Fam229b							
Nr2f1	1.0	0.0	1.0	1.0	0.0	0.0	1.0
Rit1							
Pcdh15			1.0	1.0		0.0	
Cltc	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zdhhc9							
Pdcd6ip							
Ccbe1	0.0	0.0	1.0	1.0			1.0
Foxo1	1.0	0.0	0.0		0.0	0.0	0.0
Nelfcd							
Wdr17	0.0			1.0			1.0
Pgm2l1	0.0	1.0	1.0	1.0	1.0		
Bmpr1b	1.0	0.0	1.0			0.0	
Dhx16							
Camk2a				1.0			
Psrc1		0.0	0.0	0.0	0.0	0.0	0.0
Ccnl1	1.0	1.0	1.0	1.0		1.0	
Dact2	0.0	0.0	0.0	1.0		0.0	0.0
Klf2	1.0	0.0	0.0	1.0	0.0	0.0	
Arl15							
Fbxl15	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Taf2							
Lamp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trmt10c							
Ramp2	1.0			1.0			
Rmst	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atad3a							
Pofut1							
Susd6							
Hmga1_rs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp37							
Cenpa		0.0	0.0	0.0	0.0	0.0	0.0
Lrrfip1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
A430033K04Rik							
Prim1		0.0	0.0	0.0	0.0	0.0	0.0
4933415A04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lipo1							
Ttf1							
Rtkn		0.0	0.0	0.0	0.0	0.0	0.0
Kif21a	1.0	1.0	1.0	1.0		1.0	1.0
Csf2ra							
Mrpl40	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Sdhaf4	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Nup50							
Gm3693	0.0	0.0			0.0		
Rassf7							
Ap3b2		1.0	1.0	1.0	1.0	1.0	1.0
Lrrn2		1.0		1.0	1.0	1.0	1.0
Tceanc	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ahr	0.0	0.0	0.0		0.0	0.0	0.0
Creld1							
Tab2							
Lmf1							
Pts	1.0		1.0	1.0	1.0	1.0	1.0
S100a10	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Thoc3		1.0	1.0	1.0	1.0	1.0	1.0
Pip4k2b							
Ttc38		0.0	0.0	0.0	0.0	0.0	0.0
Htatip2	0.0	0.0		1.0			
Nsg2		1.0	1.0	1.0	1.0	1.0	1.0
Acsl4	0.0	0.0		1.0			
Nme3							
Ebf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pvrl3		0.0		1.0	0.0		1.0
Diexf							
Zdhhc14	0.0		0.0	0.0		1.0	0.0
Polr2a							
Fam173b							
Suv39h1							
Fsd1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Rapgef2							
Ppp1r13b	0.0	1.0	1.0	1.0	1.0	1.0	
Bmf	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps33b							
Fchsd2							
Reln	0.0		0.0	0.0		1.0	0.0
Pcgf6							
Tekt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tiam2	0.0	1.0	1.0		1.0	1.0	
Col27a1		0.0	0.0	0.0	0.0	0.0	0.0
Epas1		0.0	0.0	0.0	0.0	0.0	0.0
Zfp383							
Slc4a8							
Gm10269							
Rad21	1.0				0.0	0.0	
Tbl2							
Fgfbp3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Mbnl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B4galt2	0.0		1.0	1.0		1.0	1.0
Mettl18							
Dennd6b							
Tut1							
Mt2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Shb	0.0			0.0			0.0
Smarcc2	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Mapre3		1.0	1.0	1.0	1.0	1.0	1.0
Antxr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dcp2							
Afap1		0.0		1.0		1.0	1.0
Kpna4		1.0	1.0	1.0	1.0	1.0	1.0
Fam213a	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Gemin6							
Mylip	0.0	0.0		1.0			
Gm16099	0.0	0.0	0.0		0.0	0.0	
Ppif							
Pla2g12a							
Borcs6							
Yipf4	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Sgtb							
Kif3a	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Mtmr12							
Chst10	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Ulk3							
Pkia	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Gpd2	1.0	1.0	1.0	1.0	1.0		1.0
Hcrtr2	0.0	1.0		1.0	1.0		
Gm10073	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Arhgap5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Tor1b							
Lrpap1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Tank							
Trim13							
Necab2				1.0			
Dclk3	0.0	0.0	0.0		0.0	0.0	0.0
Khdrbs2	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Ndp	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Iffo1							
2510009E07Rik							
Ltbp3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Miip							
Aldoc	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Pter	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Agpat5	1.0	1.0		1.0		1.0	1.0
Slc25a15							
Sgol1		0.0	0.0	0.0	0.0	0.0	0.0
Chrac1	1.0	0.0	0.0	0.0	0.0		
Cd302	1.0	0.0	0.0		0.0	0.0	0.0
Sephs1	1.0	0.0	0.0	0.0	0.0		0.0
Trabd2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epn2							
Bambi	1.0	0.0		0.0	0.0	0.0	
Dedd2							
Nova2	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Gas2l3		0.0	0.0	0.0	0.0	0.0	0.0
Smc4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam210b	1.0	0.0		0.0	0.0		
Trafd1	0.0	1.0	1.0	1.0	1.0		
Ddx21	1.0	1.0	1.0	1.0		1.0	1.0
Prodh		0.0	0.0	0.0	0.0	0.0	0.0
Pde8b	0.0	0.0	0.0		0.0	0.0	0.0
Trmt6							
Abhd10							
Noc3l							
Inafm2							
Telo2							
Shkbp1							
Npy1r	0.0		1.0	1.0		1.0	1.0
Impact							
Dcps	1.0			1.0			
Lmbr1							
Rspo3	0.0				0.0	1.0	
Slc2a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nagk		1.0	1.0	1.0	1.0	1.0	1.0
Rell1							
Tmcc1		1.0	1.0	1.0	1.0	1.0	1.0
Tnik	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Fam134a		1.0	1.0	1.0	1.0	1.0	1.0
Otx1	1.0						0.0
Trmt1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Rab3c		1.0	1.0	1.0	1.0	1.0	1.0
Itga5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rbm19							
Jmjd4							
Tbc1d9b							
Cd99l2							
Exo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hint3							
Tbkbp1							
Krt1		1.0	1.0	1.0	1.0	1.0	
Sema6d							
Arid4b		1.0	1.0	1.0	1.0	1.0	1.0
Tmem263	1.0		0.0				
Diablo	1.0		1.0	1.0		1.0	
Elfn2	0.0				0.0		
A830039N20Rik	0.0	1.0	1.0	1.0	1.0		
Dhx57							
Ctdsp1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Lman2	1.0	0.0	0.0		0.0		0.0
Ntn4		0.0	0.0	0.0	0.0	0.0	0.0
Srebf2	1.0						
Mboat7							
Cldn3	0.0		1.0	1.0			1.0
Cd164	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dgke							
Dtx3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Baalc		0.0	0.0	0.0	0.0	0.0	0.0
Cox4i2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Npl	1.0	0.0	0.0	0.0		0.0	0.0
Paqr8	1.0				0.0		
Rgmb							
Epn1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Rabl3							
Wbscr22							
Camk2b		1.0	1.0	1.0	1.0	1.0	1.0
Chid1							
Loxl1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Plxdc2		0.0	0.0		0.0	0.0	
Rgs8	0.0	1.0	1.0	0.0	1.0	1.0	0.0
Upf3a							
2510002D24Rik	0.0			1.0	0.0		
Fam72a		0.0	0.0	0.0		0.0	0.0
Plcd4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp786							
Tmem9b	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Kif15		0.0	0.0	0.0	0.0	0.0	0.0
Galt							
Pxdc1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dgcr8							
Shf	0.0				0.0		
Ppt1	1.0		0.0	0.0			0.0
Gm8773	0.0	1.0	1.0		1.0		
Tpgs1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Cd82	1.0					1.0	
Pls1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bicc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E330009J07Rik							
Erlin2							
Adora1	0.0	1.0		1.0	1.0		
Trim2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zfp40							
Ctsa							
Rhcg		0.0	0.0	0.0	0.0	0.0	0.0
Asnsd1	1.0	1.0	1.0		1.0	1.0	
Gbas	1.0						0.0
Abce1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Rilpl2							
Lhx9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camsap3							
Foxk1							
Rps6ka2							
Timm10	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Xpo5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Emc2	1.0	1.0	1.0	1.0	1.0	1.0	
Rp2							
Txnrd3							
Sowahc							
Rcan2							
Diaph2		0.0	0.0	0.0	0.0		0.0
Ensa		1.0	1.0	1.0	1.0		1.0
Cdh10							
Pkd1							
Zbtb22							
Heatr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cwf19l2							
Rbm15b							
Msh2							
Slc18b1							
Phf21b							
Cyhr1							
Zfand2a							
Comt	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Cdca7		0.0	0.0	0.0	0.0	0.0	0.0
Tjap1							
Kcnip1							
Scn3a	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Pvrl2							
Cav1	0.0	0.0			0.0	0.0	0.0
Aif1l							
Cox18							
Cep162							
