gene	Apical progenitors	Astrocytes	CThPN	DL CPN	Immature neurons	Intermediate progenitors	Layer 4	Migrating neurons	NP	SCPN	UL CPN
Lyar	1.0			0.3775698134900639	0.8909586933266872	1.0	0.7645440812403819	0.7235002621776927			
Trpt1											
Ap5s1											
Ephb2											
Irak1bp1	1.0	1.0	1.0	1.0	1.0		1.0		0.9999989167144989	1.0	1.0
Fgd6	0.9838114644046778		0.9937372431972586	0.9837139797034908	0.9791361879072663	0.9812402970293644	0.9960788087845036	0.9976926833018457	0.45151217734089	0.9809817854065429	0.999121265416261
Sema6a		0.9999999999992736		0.7471044709818746		0.9629728102543668	0.8082619775642665	0.9614343439813768			0.9290474324358076
Gm27032	0.3509599931605245	0.45610915790447093	0.9977000751791911	0.9999984046612804	0.9999874728290142	0.32927369979480714	0.9130208025058267	0.9977000751791911		0.4066949605032172	0.9999999986312117
Gng7											
Lsp1	0.9829839339336791	0.03557824832661893		0.853568865160517	0.8530161030846382	0.9524992837258172	0.9672318785014806	0.9872227581638601	1.0	0.8262650546090865	0.989608478870472
Ddit4l		0.9999995706714562	0.9999999999951741	0.9999999942414258	0.9999999927850663	0.9999999999998916	0.9999999999998256	1.0	0.9409791925513737	0.9999999825030456	1.0
Dhx32											
Nptxr	0.95989763658947	0.8118147479540102		0.9730296196113337		0.9501814997209777	0.9999083619987142	0.8922301712014822			0.1435993481784501
Caly	0.9947724010151361		1.0	1.0	1.0	0.9456765590125821	1.0		1.0	1.0	1.0
Fam20c	0.9999630092770029		0.999999999796276	1.0	0.9999999964975587	0.9998368785537577	1.0	0.9950144100244044	0.9989809417778872	1.0	1.0
Rpa3	1.0	0.9999990440319146	0.9999999999996154	0.9958277085665602		1.0	0.9999999998751954		0.8326548514455188		0.999993446352054
Cables1	0.9993992526500266	0.7348271038480222	0.4737132673839529	0.6756321640777293	0.21801132797289413	0.9975534143877985		0.9865194619442695	1.0	1.0	0.9517339465538807
Arhgap28	0.9988199782417102	0.9733908260660936	0.9873795394374404		0.8233447174409194	0.9975975605059675		0.9985570968697391	0.833777577777823	0.6812921789551893	
Tspan33		0.9969002626355175	0.7400690563473634	0.837415585198269	0.4819575364000661		0.7358954675411593	0.9715339275077793	0.7658773921070917	0.6678087183255121	0.9714096188431949
Ubac1			1.0	1.0	1.0		1.0	0.8086605893343817	0.9999721206219815	1.0	1.0
Ap1b1											
Thtpa											
Ifnar2											
Slc11a2											
Notch3	0.9996401240914022	0.9997000705811414	0.88079304453335	0.8187461749844426	0.6710709311817105		0.8957571999009446	0.9619061454367596	0.9996401240914022	0.7523117746699987	0.9814050173079027
Atat1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2310009B15Rik											
Pou3f4		0.9971732926573919	0.9998832664726288	0.8910403343938964	0.9628914552769843		0.9402717325762564		0.5282967260364877	0.7898615930902517	
Zadh2			0.8574342482846865	0.6964087509122319	0.4113876723338141		0.8108997549219682	0.7971467495467864	0.1836590154040052	0.7357465906747489	0.9665659230164698
Lck	0.4841397594569363	0.48583594297119115	0.11926868018738757		0.044163092111316415	0.754979036325004		0.9540869972103793			
Creb3											
Hspa13											
Col16a1	0.9995910621737691		0.9978515227030482	0.9913177000510129	0.9941328452292159	0.9984021225729893	0.9966988561150996	0.9996417033988759	0.6070286790166032	0.9930266974403131	0.9997217879404978
Zfp599		0.09497972179571934	0.4320944112884114		0.4592290824242641	0.22918699430301892		0.2848758634951256		0.9322809211110024	0.7365250040731584
Net1	0.992685717663738	0.9127002448591041	0.9903851300105779	0.9917372681084784	0.9555838846045941		0.9989304503875436	0.9999313504848543	0.31714502457330707	0.9560184970511553	0.9999732899916978
Ocel1	0.26621646305852087	0.61651433675294				0.11451897258839894	0.1441024542257603	0.8691532734644675		0.3404365435830873	0.3097776074029154
Stag2											
Chka	1.0	0.9999999997760725	0.9999999998676248	1.0	0.9938149754305169		1.0		0.9997647352365907	0.9999999999999983	1.0
Yipf6											
Mthfd1											
Oaf	0.9989745011946803	0.9991413001747644	0.9806875172235069	0.954870104109805	0.9273690002594134		0.989162171154561	0.9971959199489986	0.06816283863655359	0.9430712374739816	0.9991676554453931
Mettl1	0.999999999997342	0.06212152122248393	0.8278228415840351					0.2067398551935845			
Acad8											
Spc25	1.0		0.9167370332417416	0.9146135070334498	0.9999999999695117	1.0	0.9886498164908533		0.9995538958702952	0.6511794651400449	0.9997429247617379
Paqr7	0.9989271858446555	0.9997750617797405			0.3422314283870248	0.9976425896658767		0.9950649277206464	0.9997750617797405		
Tcf19	0.9999999400795433		0.9997887138092791	0.9999367920636459	0.9988295468322412	0.9944223746607375	0.999994494549137	0.9999861949713615	0.9080371900125389	0.9911250389449491	0.9999993964862948
Nell2	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0
Mef2c	0.9999981664789686		1.0	1.0	1.0		1.0		1.0	1.0	1.0
Pnpo											
Nphp3		1.0	0.8351761078442129	0.7193222605777091	0.7146116308677246	0.6226198748096253	0.8612691971897308	0.9784850105014131	1.0	0.6438492167804335	0.9693522632883477
1600002H07Rik	0.9991671855640131		0.35113856170383373	0.4811728847608021	0.5474920779481033	0.796384756996693	0.9435890935027827	0.351739631326601	1.0	0.820113204500773	0.5043234280283893
Lrrc73	0.999999616493406		0.999999858184452	1.0		0.999429763190403	1.0		0.9998386737370998	1.0	0.9999999999958017
Arrdc4											
Msantd4											
Notum	0.9595232730634282		0.9003136472533946	0.8400379434912091	0.8390003732386946	0.9362242095960321	0.9052523300405694	0.9501173814649088	0.10109616740945682	0.8659799322678126	0.9471537331361163
Tmem216											
Ect2	1.0		0.9992697908795085	0.9987865641387228	0.9910262225944724	0.9999964293699715	0.9997010694968438	0.9993870162689192	0.5210641483309868	0.9967441210576293	0.999978108407239
Snrk											
Ctnna1	1.0	1.0	0.8712171203192063	0.9820712089075546	0.9992321211565772	1.0	0.9998829605808329		1.0	0.9848225014957691	0.9999999999321053
Cad											
Ntpcr											
Wwtr1	0.9999979786669292	0.9999999997162424	0.999998657050183	0.9999724893596242	0.9999455891858462		0.99999979752023	0.9999999992284847	0.770255350676059	0.9998209224592477	0.9999999999859205
1700096K18Rik											
Dna2	0.998933385886518	0.9985005687390263	0.999999844198701	0.999985381244592	0.9995701857785269		0.9999999827955017	0.9999999994644209	0.7558216120519134	0.9999188828208034	0.9999999999997847
Eid2											
E2f3											
Slc38a1	1.0	0.9999999999989096	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999989096	1.0	1.0
Sqstm1	0.9999999999903126	0.999999999999996	1.0	1.0	0.999996898328912		1.0	0.8330389778440939	0.999985811516903	0.9999999999999986	1.0
Tsku											
Fam206a											
Coq7	0.9999999982070875	0.9999989201952278	0.9728207977345829	0.7211198832955789		0.999989264016901			0.4982270896639679	0.8500624516605312	
Rhoq		0.9770224657347478	0.9998926758147825	0.9985263497223448	0.9968735695755474	0.993862580232116	0.9998561916669656	0.9999999874571198	0.6268865074492217	0.9979526318999847	0.99999999833428
Pcdh1	0.454912144563854			0.12770287558018634		0.38725583513384054	0.3016544879690567	0.1787644954057509			0.9828686814496077
Pik3r2		0.7961934223321121	1.0	1.0	1.0		1.0		0.9999999972634225	1.0	1.0
Ubl3	0.9232846231501576	0.999864855163642									0.9085417487237015
Dner	0.9976833299903192		0.9990507376714777	1.0	0.9999999999999912		1.0		0.34269331274655435		
Dlgap5	0.9999999923944656		0.9807723160963783	0.9631062791085785	0.9337285481818446	0.9968536708735527	0.9878537797159895	0.9826754672633968	0.39497373880804143	0.9682083708470043	0.9963133783788993
Tmem50b	0.9442855587102531		0.39714946416079844		0.842197797386538	0.8072176269766468				0.999999999991348	
Galnt10	0.7055612840669382	0.9126560917940341	0.5923906168984246	0.9003436275227483		0.9526291162336725	0.951550467608582	0.6498228090980642	1.0		0.8578207839348593
1110008P14Rik	0.9985536807014919		1.0	1.0	1.0	0.9956008604197507	1.0	0.9999999976171084	1.0	1.0	1.0
Panx1	0.9994445260141803	0.9630005570929518		0.9999682862588588	0.9369812677844425	0.5261279635630629	0.9999965708041352			0.9999996793151505	0.8403681186394011
Sfxn4											
Ttll1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Gtf3c6	0.9999999988709286	0.9068400691167061			0.9999952811596553	0.9999999999171943		0.9954457038065605		0.999997394445244	
Rars	0.9999999966768798	0.7097714871201368		0.939152196933021	0.9998381527162609	0.9807691368804946	0.9990294781561806	0.0016450050304582797		0.9996379778975458	0.7704214569207789
Lgi2	0.16969729823726742	0.3800868460489344	0.6082820188339466		0.3327196487328603	0.07068682197998888		0.30957770671551477			0.2500819822534591
Apold1	0.8903659466068057	0.6521746894585909	0.7872075875340417	1.0	0.5960091717603024	0.6941263295150351		0.9586764650510389	1.0	0.544971998104139	0.711877743712821
Sapcd2	0.9999999999930977		0.9999998816667173	0.9999964797653049	0.9999930603397877	0.9999791791170201	0.9999999955486899	0.9999999975453325	0.9536090748522986	0.9999963109900163	0.999999999853191
Kctd15											
Apbb1	0.8776294012014094	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0
Vta1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999883378	1.0	1.0
Phc3											
Ing4		0.999999999982286	1.0	1.0	0.9999970591081179	1.0	0.9999999998721099	1.0	0.9999230460137902	1.0	1.0
Cnksr3		0.3885743494068139	0.9979924543703834	0.9990509018864275	0.9985044124247459	0.9967964031945257	0.9999817389831799	0.9999999886326771	0.4557602350493076	0.9983998178035853	0.9999999984045312
Frmpd3	0.9927991765926907	0.7201589368693244	0.4143207339137043		0.7301406642731534	0.9882629573344364		0.9871278061861665	1.0		0.7896488674590761
Pde3a	0.9999479283377036		0.9994080834275196	0.998427138946796	0.9981366543961762	0.9995707630647332	0.9997506343619685	0.9999543104404776	0.6697449670547959	0.9978901183858921	0.9999669968536983
Slc38a2	1.0		0.9999913110708762	0.9999999999998633	0.999999999999976	1.0	1.0	1.0	0.841729870637486	1.0	1.0
L3hypdh											
Zfp87											
L3mbtl3	1.0	0.9999999995453857	0.999999833885667		0.9999947691408115	1.0	0.9999999936027357	0.9999999999999999	0.9999999936027357	0.9983245778668448	
Fmnl1	0.997926716594263	0.8814852765779788	0.05028795613435566	1.0	0.370878996731938	0.991721539092657		0.9818630418702348	1.0	0.1600880783260752	0.7701860251939644
Thsd7a	0.9896532924203526	0.7343141478511294	0.7140062111261356	0.5576938522942568		0.9695322615936276		0.93823709164772	1.0	0.22006739697048772	
Tdp2	1.0	0.9999939811097797				0.9999999999999571			0.4694290569661669		0.8486601605314927
Efemp2											
Tcea2											
Abhd4		1.0	0.9999977245965724	0.9999946831673736	0.9997653336154423		0.9999998849697014	0.9999999918607158	0.7814884564637695	0.9992054915967162	0.999999999999827
Mitd1											
Pus7l											
March11	0.9598768842762733	0.0539162135215685					0.9990809277683922				0.6695185924733764
Raver2			0.9606832296236429	0.613510588379786	0.6397602681509473	0.9645646180780764		0.9971091252063292	0.6788146108955797	0.3579269434328961	0.8676106841566478
3110035E14Rik	0.8920283210064324	0.7465746944386821		0.5469256877176556			0.9935785741157045	0.16944749145990512			0.5094424420540464
Kirrel3	0.9985190525538182					0.9982501535536015		0.9930442620935366	0.06922327255067229	1.0	
Nudt5	1.0		0.9995785888487229	0.964400123878064		0.9999999999999994	0.9895435953145507		0.65905415059154	0.9876853449040597	0.9999999999989552
Erich1											
Fam222a		0.7523244547877905	0.8880618029348721	0.842876527931869	0.6624503831240689	0.7661633188059911	0.9361874795758509	0.9841004434609243	1.0	0.7826250190924376	0.9944169600954893
Mutyh	0.6377913009506679	0.1254969159150633	0.8494526181048897	0.7916951840397101	0.6309981995881035		0.8844537595542048	0.8513886796874088		0.6828131633278821	0.9814387960707417
Hace1											
9330182L06Rik	0.8893077315761938	0.29669083323389434			0.25133934674016023	0.9150261191636127	0.20295627384649884	0.9322113684080429			
Ift43	0.9999999997695225	0.9999932490616013	0.9999999999950433		0.999997367652772	0.9999999999999993	0.9231449891342722	0.9999379337512024	0.8274308882513013		0.9998225880112888
Tmem18											
Tmem245											
Nmt1	0.9999999795169257	0.41082409137371045	1.0	0.8936946087263629	0.8429436499611903	0.9995030043593922	0.8717853136577284	1.0		0.9991241275051815	1.0
Smyd2		0.9957037464886551	1.0	1.0	1.0	0.9999999999563841	1.0	0.9999999992897847	0.9998932510217962	1.0	1.0
Gfpt2	0.024970795772089827					0.39084185375569735					0.3879706668104318
Bcl7a		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999996	1.0	1.0
Supt16	1.0					1.0			0.22044360018192544		
BC037039	0.49332104989930514		0.19015820505416825	0.20861910463138755	0.14140866433746102	0.3364479165973605	0.8568883758058949			0.8670261414517839	0.6775610901756327
Zfp36l1	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.9999999976267104	1.0	1.0
Rps18-ps3											
Aimp2	1.0		1.0	1.0	1.0		1.0		0.9993784883778352	1.0	1.0
Tmub1	0.9797061272450835	0.9961899617749108				0.999668124739061	0.9495896352526085	0.9977900208202996			
Bsn	0.7619929466581317	0.5310207002964545	0.9950979416461552	0.9999999315126757	0.9610648478357563	0.549739774606291	0.48790168306746007			0.5700393583769197	0.9999838855546324
Slc20a2											
Pbx2											
C030037D09Rik		0.9986315082340471	0.9976983201509984	0.9896769289786881	0.9735363831033227	0.9822495060166812	0.9994877085021004	0.9999938829381104	0.41141951167226354	0.9800941424672329	0.9999988014381819
Pfkp	0.9999423233144926	0.8083253227593216	0.9999999996707052	0.9999999999999998		0.9997730339635996	1.0	0.9993641246482273	0.9202460322842672	0.9999999999999829	
Gm14295											
Mpp6	1.0	0.9999999947837815		1.0			1.0	0.999999999783514	0.9899627459521315	1.0	
1700037C18Rik											
Med13l	0.9999999850520865	0.9999979217827503		0.9989584595935553		0.9999975933752963			0.6259189000568739	1.0	
Ust	0.9798477822183292	0.8592223345956198	0.8801951600630302	0.740099377874452	0.5970920543813432		0.1577180206031672		0.03375836264693399		0.7072789222211846
Smyd4											
Cited1		0.24394219735391454	0.9467298240938627	0.9632498144937388	0.859710460194759		0.9931153979618087	0.9786656341879306	0.288289744650006	0.9292612393959349	0.9997235038977826
Eya1			0.9756975624718028	0.9608973294300422	0.8669187121790728		0.9748690025362646	0.7397271278159261	0.22437369624536674	0.9348383907962865	0.9843863748870136
Tor1aip2	0.9966216973180766	0.9053480863562163	0.04171179732604613						0.3113218021469648		
Aqp4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Gm16702	0.9869080986579845	1.0	0.7555060027946319	0.6264198264784147	0.20622983873029288	0.6454469935851896	0.8978116614676953		1.0	0.6221422364941404	0.9272876661274525
Aen		0.9998023402124574	0.999996133796387	0.9999999999929218	0.999917733624129		1.0		0.15477630609994042	1.0	0.999999988283764
Gga2											
Cipc											
Arl14ep											
Igsf3	0.9999999760197555		1.0	1.0	1.0	0.9999964893574173	1.0	1.0	1.0	1.0	1.0
Cnih3			0.9999999999040922	0.7731279133236065		0.9800047239826393	0.9527188281520205	0.7049447646351004		0.9972504652913661	
Mta1											
Lcat	0.9999999952429987		0.9999988228978249	0.9999895294322118	0.9999844019074453	0.9999999292481313	0.999999396474299	0.9999999842920325	0.9152990983952688	0.9999896471377502	0.99999999098159
Map6	0.9814492717033578		0.9999999999999998	1.0		0.9886476682597893	1.0		0.9999999997271334	0.9999999999999989	0.9999833749730517
Thumpd2											
Ncln											
5730559C18Rik											
Olfm2	0.4100573848831721	0.18702624539317203		0.3845483959432602	0.547423146292586	0.21806235109990824	0.7529863182864988	0.9297062003050363		0.1870075128301426	
Pcyt1b											
Ehbp1l1	0.9764597395826776	0.5696753274604344	0.9999992328150988	0.9976756038482519		0.8066784672213967	0.9999999999465056	0.7138101838146145	0.9975846318173662	0.999999969912758	
Gabrd	0.959086715946086	0.7077492858520186		0.49792833396147007	0.5482315616261106	0.9125791170620595	0.5823407747800644	0.9200537807934895	1.0		0.7976063225361927
Ciapin1	0.9999999999999999				0.9999999999999717	0.9999999999999928		0.9999957091365549	0.5599198507115806	0.9993918870593087	
Pard6b											
Trnt1	1.0	0.6668967088122807		0.7019820227740756	0.9997304312261861	0.9999994045821404	0.9999999999514748		0.1806588660338403	0.9999987205711214	0.00423510058435228
Stk39	1.0	0.8669696505534872	0.9999943086747602	0.9996182448578413			0.7366786804816633	0.9999999589706071	0.9939200682283801		1.0
Ppt2											
Ankrd13a											
Tmem57		0.9999999998540654	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999541206865	1.0	1.0
Cdk5rap2											
Prmt8	0.9763625990761161	0.7531841002409227			0.5428308153642242	0.999556503051363	0.9999999779222748			0.9969721557201746	0.9116252758162493
Sulf1	0.9826078600333918	0.8881417254718921			0.8751261419702417	0.9722273175160266	0.910098457752328	0.9659680543991528	1.0	0.8296946164050738	0.9565627281244653
Baz2a											
Tnrc6b											
0610037L13Rik		0.9997273122371482		0.5683251873446329							0.33201218947751454
Spc24	1.0		1.0	1.0	0.7671559734803612	1.0	1.0	0.9699691135068348	0.9999800703091696	0.5819061291915546	
Zfp664	0.9999999999999999	0.8228837608608215				0.999999999999943		8.61477632613239e-05	0.7532378293733952		
Fcho2											
Syt6	0.974639853457451	0.9999239966685101	1.0	0.9996408143103486	0.9994350069110038	0.421984780060229	0.6267210010650424		0.9999999995740635		0.5318900662088129
Tulp3											
Ascl1	0.9724345636630143	0.9210669861434119	0.9999999850624736	0.9999997735216323	0.9999907324867139	0.9846377631248766	0.9999697668308565	0.9999999981424338		0.9999994898835729	0.9999999997890051
Pemt	0.016991563221920525	0.17644391195930897						0.14961434133510532			
Tube1	0.23403411991509404	0.1502491245441715	0.6735982268357401	0.6401216064480295	0.25664069623300334		0.7697930973679588	0.8811962301321878		0.17629859234877676	0.9281728060989505
Gnpda2		0.9999999997699395	0.4115746183083443	0.995241408118694			0.5469007621949942		0.8884838295784758	0.09769777253297884	0.9936811892672188
Ier5l											
Unc13c	0.9778182490947316	0.707574711842444	0.7496732176357379		0.7726687891467423	0.955668908373973	0.030722256028581918	0.9566222599753373	1.0		0.8686460835700592
Myo1b											
D8Ertd82e			0.9625582744171906	0.8955974010378135	0.8241892619261936		0.8695792872876301	0.8466104856706779	0.25601455433326437	0.4390711100582321	0.9844689976009938
Clec16a											
Eef2kmt		0.9981355389743951	0.7772193188311802	0.5308185774834822	0.9988848160420574		0.7884516117917518	0.8432936700532789	0.8127507069350453	0.9949080794245719	0.9599407047710733
Gm17501	0.9241579280673905		0.8587793191992494	0.9741405219369974	0.9710004704257098	0.9907291558899304	0.9915857177208477	0.9963855053430448	0.2852084227625854	0.9364083846192945	0.997219999343558
Gpatch2											
Cenpv	0.9292083145321794	0.9619026557880652	0.8008112000139991	0.04332459155074797	0.8116600532589788	0.8933516376844369		0.0421221506451136		0.9999999824684723	
Gm9958		0.43918509929346405	0.7562753478858614	0.5612706302261321	0.38401210091087334	0.3079772591002068	0.8262258437131211	0.8655304460361977	1.0	0.514642690987053	0.9743516121367264
Ncapg2	0.9998694660648358		0.9938160669913626	0.9860793640749058	0.9929200072802598	0.8589568573678301	0.9747103268756	0.9996461097170621		0.9821104651062755	0.9984090625721859
Cntnap5a	0.9604042938213567	0.7328615535396295	0.42875817742416944	0.32418313397351917		0.9449354959158989		0.8345194308674729		0.9997731893127128	
Tvp23b	0.9999986030296233	0.9999973443025526	0.5257565826237005		0.3053289317230856	0.9964701383005412	0.8112125834869091	0.9999997799016461	0.784407410069299		0.9999792903505572
Dnmt3b		0.9974612051413467	0.9999909456935935	0.9997934440490058	0.9989804797603248	0.9999038049802137	0.9999916292834401	0.9999999964708027	0.6499115921992762	0.9989239704906614	0.9999999999818302
Rnf128	0.9908938236085261	0.9201497714916316	0.5151468995304047	0.7292245924449341	0.6237810753940566	0.9835167047606151	0.5203587191938415	0.9877874959191758	1.0		0.9581298459878544
Fam188b											
Mettl16											
Podxl		0.9395562818509259	0.9904916195199577	0.49816069237550664	0.6904267537729493	0.9880165573921595		0.99170538233678	0.0008427167017636128	0.8123945229088858	
Styk1	0.9659959685107011	0.8360991084016283	0.621452335302765		0.6698273435069557	0.9363073299115319		0.9543879336439411	1.0		0.5446830189907925
Xbp1		1.0	1.0	1.0	1.0	0.9984312058942532	1.0	1.0	0.9997578747818495	1.0	1.0
Foxo3											
Faf1	1.0		0.8892576985672919	0.9882388635243282	1.0	0.9999999999975466	0.9999999999999988		0.46675015772747763	1.0	0.999999996726882
Tbata	0.9919792177479325	0.9274888672065065		0.7584907097845015		0.9781570247752133	0.6790131448178133	0.9671543316854893	0.9419073515775191	0.16461773625256348	0.9778267095272355
Dnajc10											
Tyms	1.0		0.9999298311516169	0.9789328351889625		1.0	0.9995388961465898		0.9105371983860906	0.986397790414972	0.9979120006036011
Stx6		0.23363189703254406	1.0	1.0	1.0	0.9999999791665265	1.0	1.0	0.9969915280757214	1.0	1.0
Trim68		0.43178028759955	0.671290538992404	0.3753993166676932	0.4314431416872673	0.7267757070931098	0.7740654061647991	0.9879696592517438	1.0	0.62440159945919	0.9915563355043723
Wdr1	0.9999976219067562	1.0		0.6817300376030007	0.9999999999999953	0.9101472987376831	0.998173060446201		0.016812806918170997	0.9999999999999444	
BC004004	0.6945859603926505	1.0	1.0	1.0	1.0		1.0		0.9997347531459999	1.0	1.0
Rbpj	0.9999638870591302		0.9127259296912714	0.9505337027961509		0.9999999999997548	0.8061802336563647	0.9525218445627689	0.8240915242388118		
Ube2h											
Dnajb5											
St8sia1	0.9821173409689349	0.9901792563396286	0.9821173409689349	0.9994202340831215	0.20215789746379342	0.21413139993387353	0.9999788778935735	0.9999833646775735		0.39255897051033295	0.9999999998228154
Nudcd2	1.0	1.0		0.4234321256771034	0.24298721502356568	1.0	0.9758693674840045				
Zhx1											
Tbpl1	1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.973200737456621	1.0	1.0
Dnm2											
Gng3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ccar2											
Bola3	1.0	0.9999999999988812	1.0	1.0	1.0	0.999999999995701	1.0	1.0	0.999999999995701	1.0	1.0
Syne1	0.9511788607726055		0.35523803077526317		0.8408475190077861	0.8947556337730337		0.9161729804461611	1.0	0.08151563809977791	
Rmnd5b	0.9983704466023519	0.9999999093246281	1.0	1.0	1.0		1.0	0.9999992392987319	0.9977427152513921	1.0	1.0
Hist1h3c		0.9696725347104176	0.995209736640991	0.9856273851798277	0.9718105520170851		0.998009712293094	0.9991654487374283	0.3056273204286606	0.9823906156832449	0.999945991688851
Xndc1											
Mettl7a1											
Rras2		0.9999999999950355		0.9999999999994569	0.9969517506786111	0.9999999998794971	1.0	0.9999999958383456	0.9968896138172081	1.0	1.0
2410131K14Rik											
Arl4c		1.0	0.9999999999996598	0.9999902695167772	0.9999999999999999		1.0	0.9881254828496044	0.9935278660769822	1.0	1.0
Tle4			1.0	0.8922737699066327			0.9955317189657128		1.0		0.9955786686291975
Rgs4	0.9695111836334689		0.9974500471246293			0.9530577494771829		0.9198821957757355		0.9278962504339051	
Nkain3											
Trim46	0.9831995497931729		1.0	1.0	0.99999999995934	0.5536608072650493	1.0		0.9977427702063043	1.0	1.0
Mpp2											
Stard5		1.0	0.32745072582336	0.8738860447891035	0.5253762689802624	0.12317287611170846	0.9585749563039445	0.9685303114422773	0.2057386136021836	0.561254367188952	0.9957265444060901
Prss12	0.9803823884280353	0.42155889082645903	0.7942902614284862		0.9084976278051946	0.9675989498294254	0.9974748039118683	0.9578136159577014	0.21513611949473033		0.9910519090557188
Ackr1	0.7602132482921362	0.27502323881854196		0.8846907416411636		0.24650376689516562	0.9960131827278794	0.1947812515633779			
Chrnb2	0.9380684953759394	0.6312850817394557	0.9176877934331655	0.9894194184955858	0.9990654339972858		0.9999966969370397	0.9999939579681848		0.9999973814230432	0.9843805278118988
Atp13a2	0.9999926150567561		1.0	1.0	0.999999999970965	0.9798413505295723	1.0		0.9999993912949511	1.0	1.0
Abhd6											
P4ha1											
1700001L19Rik	0.8752798980200598	0.44512685396573637	0.607842432006781	0.9755810305406118		0.8473856879112026	0.9912056600272064	0.8742542871977146			
3222401L13Rik											
Thbs3	0.9999999999999993	0.9999999999999998	0.9999999990927364	0.9998574517937142	0.9917438196137264		0.9999989271940609	0.999999997661113	0.9469704761194768	0.9996231449476662	0.9999999996599865
Nol4	0.9687933009150141		0.9923933845387666	0.15036549949821187	0.9999992664600358				0.9999999999999648		
Plpp4	0.5245446934403817		0.9091583531566285	0.11988732137068447	0.8094222671000127	0.929537928040553	0.84794735632252	0.9536833572542512	1.0	0.8254481457452985	0.9129137863791862
Arl8a	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0
Kcna4	0.9723583144176486	0.535564377472254		0.44236303139193756	0.0760168276233757	0.902785186619011	0.14742609976858445	0.8932307965210283	0.23262207815839187	1.0	
Ttpa	0.9999999999999997	0.9971776124732001	0.9999999999999297	0.9999999999909758	0.9999999999918816	0.9999999999999998	0.9999999999999875	1.0	0.9971776124732001	0.9999999999885297	1.0
Ccne1	1.0		0.9986209990616896	0.9946301585798626	0.8909616896055468		0.9857042385086564	0.9993617177267908	0.6466353096124438	0.9198810060644381	0.9954242055865552
Tmem218											
Snap25	0.9999998242915648		1.0	1.0	1.0		1.0		1.0	1.0	0.9999999999994524
Fstl5	0.9923602556674445	0.9999995903790391				0.5436287778731015	0.018349919860451758	0.48933657773635775	0.9669977761517273		
Naprt	0.9999999999999981	0.9965832264701019	0.999999999999579	0.9999999999640896	0.9999999999706194	0.9999999999999842	0.999999999999899	1.0	0.9965832264701019	0.9999999999497547	1.0
AI464131	0.999999999959091	0.9829464392652639	0.9999999996149826	0.9999999455960344	0.9999999601663094	0.9999999999544625	0.9999999996005198	0.9999999999988967	0.9829464392652639	0.9999999738419629	0.9999999999995425
Dhrs3	0.9936061433479767	0.0340674888545861	0.40469814635401324		0.8383008274702799		0.9999420027497745			0.8146378737959796	0.8583302917808524
Sik1	0.3132900102258902	0.35120599343273184	0.5142525040800591			0.017271139484745346				0.5615038457513559	
Pfkfb2	0.9893967815100173	0.817133975427556			0.22276797515673452	0.9699801727662046		0.8450360650373214	1.0		
Tmem205	0.4697333286486679	0.9999999999047788	1.0	1.0	0.9999999999999987		1.0		0.9841376447298161	1.0	1.0
Msantd3											
Ccdc39											
Gdap2											
Bop1	0.999999999150997		0.9999943610087347	0.9999999999999932	0.9999999999999999		1.0	0.49571924037440407	0.9525515037377947	1.0	1.0
Foxred2											
6430573F11Rik		0.1412510371714275	0.7610951998553811		0.3222634063591229	0.9518311104382298		0.9354406124482939		0.9893559778714677	
Fgf15		0.5118300232383719	0.7612846053064706	0.6551939859694216	0.6137109452240479	0.8481395066935022	0.8285154692213758	0.9489565862662274	1.0	0.6333252450081134	0.963913533683831
Pnpla8		1.0	1.0	1.0	1.0	0.9999992141761184	1.0	1.0	0.9999998222433187	1.0	1.0
Igdcc3	0.8346087402761774	0.8641301115630318	0.9188471181362752	0.8683777554282539	0.06713965698158508		0.9715931839747118		0.9374967138094554	0.8707793446269994	0.9956248813038343
Pmpca	0.9999997307137224	0.9638022077931515		0.7672672976856085	0.7936294708228819	0.9928212736278867	0.9963839518438959	0.32790525414516725		0.9219355452040693	0.9772849400472687
Erlec1	1.0	0.9999973942029572	1.0	1.0	1.0	1.0	1.0	1.0	0.9999973942029572	1.0	1.0
Bicd1											
Ccp110											
Sco2											
Syt7	0.08339458637020858	0.6445225133642998	0.8903303505124106	1.0		0.9740057645963462	0.9999877092786384		0.9999943959031525		
